index,sentence,true_tags,predicted_tags,true_entities,predicted_entities
320,"charles evans jr battled over his role with the people who eventually made the film , and won a producer ' s credit .",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 0, 2)]","[('PUBLIC-FIGURE', 0, 2)]"
324,"the aviator ' s nominated producers are michael mann and graham king - with mr evans and sandy cl ##iman , mr mann ' s former deputy , left off .",O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O,O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O B-ACTOR-DIRECTOR O O O O O O O O,"[('ACTOR-DIRECTOR', 7, 8), ('BUSINESS-EXECUTIVE-MANAGER', 10, 11), ('BUSINESS-EXECUTIVE-MANAGER', 17, 19)]","[('ACTOR-DIRECTOR', 7, 8), ('PUBLIC-FIGURE', 10, 11), ('PUBLIC-FIGURE', 15, 15), ('PUBLIC-FIGURE', 17, 19), ('ACTOR-DIRECTOR', 22, 22)]"
325,"mr evans sued mr mann in 2001 , claiming he came up with the idea , spent years developing it and persuaded di ##cap ##rio to play hughes - but said he was later excluded from the project .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O,O B-PUBLIC-FIGURE O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 27, 27)]","[('PUBLIC-FIGURE', 1, 1), ('ACTOR-DIRECTOR', 4, 4), ('ACTOR-DIRECTOR', 22, 24)]"
326,the two sides settled out of court in a deal that has remained secret apart from the fact mr evans ' name has appeared as a producer when the film ' s credits roll .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 19, 19)]"
327,"at the golden globe ##s , mr evans - who was named among the winners when the film won best drama film - evade ##d a security guard to have his photo taken with di ##cap ##rio , director martin sc ##ors ##ese , mr mann and mr king .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR O O B-PUBLIC-FIGURE O,"[('ACTOR-DIRECTOR', 39, 42)]","[('PUBLIC-FIGURE', 7, 7), ('ACTOR-DIRECTOR', 34, 36), ('ACTOR-DIRECTOR', 39, 42), ('ACTOR-DIRECTOR', 45, 45), ('PUBLIC-FIGURE', 48, 48)]"
328,amp ##as decided to limit the number of producers who could be nominated after shakespeare in love ' s victory in 1999 saw five producers collect awards .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O,[],"[('ACTOR-DIRECTOR', 14, 14)]"
340,"celebrating his win , the oscar - nominated owen told reporters : "" the whole award season is new to me because i haven ' t won anything before .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O,[],"[('ACTOR-DIRECTOR', 8, 8)]"
342,"blanche ##tt , who won a bafta in 1999 for her leading role in elizabeth , said : "" winning a bafta means an enormous amount to me . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ACTOR-DIRECTOR', 0, 1)]"
346,"st ##au ##nton , who is up for an oscar for her role in vera drake , arrived wearing a green silk and chi ##ff ##on bea ##ded evening dress . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ACTOR-DIRECTOR', 0, 2)]"
349,"her director leigh , who beat martin sc ##ors ##ese to the best director award , told the audience : "" we always say it was a surprise and sometimes i ' ve said it and not meant it .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('ACTOR-DIRECTOR', 6, 9)]","[('ACTOR-DIRECTOR', 2, 2), ('ACTOR-DIRECTOR', 6, 9)]"
352,"best actor fox ##x could not make the ceremony , but actress helen mir ##ren read out his acceptance speech . """,O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,"[('ACTOR-DIRECTOR', 12, 14)]","[('ACTOR-DIRECTOR', 2, 3), ('ACTOR-DIRECTOR', 12, 14)]"
356,"di ##cap ##rio , who lost out on the best actor bafta to fox ##x , will face him again at the academy awards in two weeks ' time .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O,"[('ACTOR-DIRECTOR', 0, 2)]","[('ACTOR-DIRECTOR', 0, 2), ('ACTOR-DIRECTOR', 13, 14)]"
360,"best british film was my summer of love , the story of two young women and their developing relationship , while fox ##x ' s movie ray , a bio - pic of late singer ray charles , also took best sound .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O,O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O,"[('MUSICIAN', 35, 36)]","[('ACTOR-DIRECTOR', 21, 22), ('MUSICIAN', 35, 36)]"
363,ben ##ite ##z delight after crucial win liverpool manager rafael ben ##ite ##z admitted victory against deportivo la co ##runa was vital in their tight champions league group .,O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O,"[('ATHLETE', 9, 12)]","[('BUSINESS-EXECUTIVE-MANAGER', 0, 2), ('BUSINESS-EXECUTIVE-MANAGER', 9, 12)]"
364,jorge and ##rade ' s early own goal gave liverpool a 1 - 0 win .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O,"[('ATHLETE', 0, 2)]","[('ATHLETE', 0, 4)]"
365,"and ben ##ite ##z said : "" we started at a very high tempo and had many chances .",O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 1, 3)]"
369,"igor bis ##can was outstanding in midfield after replacing injured x ##abi alonso , and ben ##ite ##z said : "" he played very well . """,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O,"[('ATHLETE', 0, 2), ('ATHLETE', 10, 12)]","[('ATHLETE', 0, 2), ('ATHLETE', 10, 12), ('BUSINESS-EXECUTIVE-MANAGER', 15, 17)]"
371,"ben ##ite ##z added : "" it is all back in our own hands now , it was a great win for us and i was delighted with what i feel was the best liverpool i have seen . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 2)]"
375,"ben ##ite ##z added : ben ##ite ##z said : "" we had a problem before the start , it was decided that x ##abi could not play more than 45 minutes . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 2), ('BUSINESS-EXECUTIVE-MANAGER', 5, 7), ('ATHLETE', 23, 24)]"
376,"but in the end because of the way that ( diet ##mar ) ham ##ann and ( igor ) bis ##can performed , we did not need to change things until right at the end of the match . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O B-ATHLETE I-ATHLETE B-PUBLIC-FIGURE B-ATHLETE I-ATHLETE O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 10, 11), ('PUBLIC-FIGURE', 12, 12), ('ATHLETE', 13, 14), ('PUBLIC-FIGURE', 17, 20)]"
377,"de ##por are a good team and if you allow them to keep possession they can be very dangerous indeed . """,O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 0)]"
386,"it will be the 21st james bond film to hit the big screen , and speculation has been ri ##fe over who will play the lead .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,[],"[('ACTOR-DIRECTOR', 18, 19)]"
389,"among the favourites to take over the coveted role are scottish actor doug ##ray scott , oscar nominee clive owen and australian star hugh jack ##man .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,"[('ACTOR-DIRECTOR', 12, 14), ('ACTOR-DIRECTOR', 18, 19), ('ACTOR-DIRECTOR', 23, 25)]","[('ACTOR-DIRECTOR', 12, 14), ('ACTOR-DIRECTOR', 18, 19)]"
390,"producers say no decision has yet been made on who will become the seventh actor , including ni ##ven , to play bond on film .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,[],"[('ACTOR-DIRECTOR', 17, 18)]"
391,"kill bill director quentin tara ##ntino had talked of wanting to take on the casino royale project , and said he had spoken to bros ##nan about it .",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O,"[('ACTOR-DIRECTOR', 3, 5)]","[('ACTOR-DIRECTOR', 3, 5), ('ACTOR-DIRECTOR', 24, 25)]"
392,"shooting on casino royale is expected to begin once campbell has finished work on the legend of z ##orro , a sequel to the mask of z ##orro , starring catherine zeta jones and antonio band ##eras .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,"[('ACTOR-DIRECTOR', 30, 32), ('ACTOR-DIRECTOR', 34, 36)]","[('ACTOR-DIRECTOR', 9, 9), ('ACTOR-DIRECTOR', 30, 32), ('ACTOR-DIRECTOR', 34, 36)]"
393,producers barbara bro ##cco ##li and michael g wilson expect the film to be released in 2006 .,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 1, 4), ('BUSINESS-EXECUTIVE-MANAGER', 6, 8)]","[('ACTOR-DIRECTOR', 1, 4), ('ACTOR-DIRECTOR', 6, 8)]"
394,the script will once again be developed by neal pu ##rvis and robert wade who have both worked on two previous bond movies .,O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O,O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O,"[('AUTHOR-WRITER', 8, 10), ('AUTHOR-WRITER', 12, 13)]","[('BUSINESS-EXECUTIVE-MANAGER', 8, 10), ('ACTOR-DIRECTOR', 12, 13)]"
395,fleming ' s book saw the introduction of bond pitted against a russian spy in a game of ba ##cca ##rat .,O O O O O O O O O O O O O O O O O O O O O O,B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O,[],"[('AUTHOR-WRITER', 0, 0)]"
397,"the novel is one of fleming ' s most violent and sad ##istic stories , with 00 ##7 suffering a savage beating from his nemesis le chi ##ff ##re .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('AUTHOR-WRITER', 5, 5)]"
399,"mgm vice chairman chris mc ##gur ##k said : "" martin ( campbell ) is an incredibly exciting film - maker .",O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O,O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 3, 6)]","[('BUSINESS-EXECUTIVE-MANAGER', 3, 6), ('ACTOR-DIRECTOR', 10, 11)]"
402,"new zealand - born campbell moved to the uk in 1966 and directed tv series such as the professionals , mind ##er and berger ##ac .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O,[],"[('ACTOR-DIRECTOR', 4, 4)]"
405,barbara roche said an organisation should monitor and publish figures and be independent of government .,B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O,"[('POLITICIAN', 0, 1)]","[('PUBLIC-FIGURE', 0, 1)]"
408,"sir andrew green , chairman of the organisation , says there is no need for an independent body because office of national statistics data are accurate .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 0, 2)]","[('PUBLIC-FIGURE', 1, 2)]"
412,"ms roche , labour mp for horns ##ey and wood green , believes legal migration is something we should welcome .",O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
419,"itv also unveiled their fest ##ive season on tuesday , which includes stephen fry in a remake of tom brown ' s school ##day ##s .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O,"[('ACTOR-DIRECTOR', 12, 13)]","[('ACTOR-DIRECTOR', 12, 13), ('PUBLIC-FIGURE', 20, 21)]"
425,"new drama includes archangel , an adaptation of the robert harris best - seller , which stars daniel craig on the trail of stalin ' s diaries in communist russia .",O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-POLITICIAN O O O O O O O,O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,"[('AUTHOR-WRITER', 9, 10), ('ACTOR-DIRECTOR', 17, 18), ('POLITICIAN', 23, 23)]","[('AUTHOR-WRITER', 9, 10), ('ACTOR-DIRECTOR', 17, 18)]"
426,and sarah waters ' gets her second adaptation on bbc one with im ##eld ##a st ##au ##nton and charles dance lined up to star in fingers ##mith .,O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O,O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O,"[('AUTHOR-WRITER', 1, 2), ('ACTOR-DIRECTOR', 12, 17), ('ACTOR-DIRECTOR', 19, 20)]","[('ACTOR-DIRECTOR', 12, 17), ('ACTOR-DIRECTOR', 19, 20)]"
427,"the adaptation , about a con ##man in victorian england , will make an interesting contrast to julie bu ##rch ##ill ' s sugar rush - a lesbian teenage drama part of channel four ' s winter season .",O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O,"[('AUTHOR-WRITER', 17, 20)]","[('ACTOR-DIRECTOR', 17, 20)]"
429,"fry ' s portrayal of headmaster dr arnold dominates a muted christmas schedule on itv ##1 , which sees the channel retreat from broadcasting blockbuster movies in favour of extended soap episodes and popular quiz shows .",O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 6, 7)]","[('ACTOR-DIRECTOR', 0, 0), ('PUBLIC-FIGURE', 7, 7)]"
430,"sir paul mccartney , wife heather mills and manchester united manager sir alex ferguson will join a celebrity edition of who wants to be a millionaire ?",B-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O,O B-MUSICIAN I-MUSICIAN O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O,"[('MUSICIAN', 0, 2), ('PUBLIC-FIGURE', 5, 6), ('ATHLETE', 11, 13)]","[('MUSICIAN', 1, 2), ('PUBLIC-FIGURE', 5, 6), ('BUSINESS-EXECUTIVE-MANAGER', 13, 13)]"
432,"also on christmas day , john net ##tle ##s will return in a one - off edition of mid ##some ##r murders , while two episodes of the new miss mar ##ple drama will air over the fest ##ive period .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('ACTOR-DIRECTOR', 5, 8)]","[('PUBLIC-FIGURE', 5, 8)]"
433,"films on itv ##1 include gus van sant ' s finding forrest ##er , starring sean conner ##y , and classics such a mary pop ##pins , star wars and the good , the bad and the ugly .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O,"[('ACTOR-DIRECTOR', 5, 7), ('ACTOR-DIRECTOR', 15, 17)]","[('ACTOR-DIRECTOR', 5, 9), ('ACTOR-DIRECTOR', 15, 17)]"
