sentence,true_tags,predicted_tags
"labour hit back at the tory proposals even before their publication with election coordinator alan mil ##burn accusing mr howard of producing a "" fraudulent prospect ##us "" .",O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O,O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O B-POLITICIAN O O O O O O O O O
reyes tricked into real admission jose antonio reyes has added to speculation linking him with a move from arsenal to real madrid after falling victim to a radio prank .,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O
"the span ##iard believed he was talking to real madrid sporting director emilio but ##rag ##uen ##o when he allegedly be ##rated his team - mates as "" bad people "" . """,O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
"i wish i was playing for real madrid , "" the 21 - year - old told caden ##a cope . """,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O
"before the story surfaced , reyes had moved to play down reports linking him with the spanish giants , issuing a statement through arsenal describing the speculation as "" flat ##tering "" . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"but ##rag ##uen ##o , meanwhile , was angry at being imp ##erson ##ated by the radio disc jockey . """,O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O
venus stunned by far ##ina eli ##a venus williams suffered a first - round defeat for the first time in four years at the dubai championships .,O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,B-ATHLETE O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O
"martinez , 32 , beat shin ##ob ##u asa ##go ##e 6 - 4 6 - 4 and 18 - year - old mirza beat je ##lena ko ##stan ##ic 6 - 7 ( 7 - 2 ) 6 - 4 6 - 1 .",O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O,B-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O
"mirza , the first indian woman to win a wta tour title this month on home ground at hyderabad , will now face us open champion sv ##et ##lana ku ##z ##nets ##ova .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O
"she ( ku ##z ##nets ##ova ) is a great player , "" she said . """,O O O O O O O O O O O O O O O O O,O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O
"williams though blamed her defeat by far ##ina eli ##a on injuries . """,O O O O O O O O O O O O O O,B-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O
"the falcons were 22 - 6 down at the break before tai ##t , recently axe ##d by england after just one six nations outing , inspired his side to a 27 - 22 lead .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
but gloucester missed out on victory when henry paul flu ##ffed the conversion and set ##i ki ##ole was denied a late try .,O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O,O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O
newcastle had a couple of chances at the start of the second half with line - outs in the corner .,O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O
"but they failed to make them count until joe shaw found dave wal ##der , who released mark mayer ##hol ##fer in his own 22 .",O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O,O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-MUSICIAN O O O O O
the former all black broke clear and popped the ball up for tai ##t on halfway .,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O
"he chip ##ped ahead for michael stephenson to sc ##or ##ch through for the try , which wal ##der converted to give newcastle a life ##line .",O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O
"they grabbed it with both hands , mayer ##hof ##ler breaking through and tai ##t making a brilliant early run to cut inside and race 30 ##m to score .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O
wal ##der converted to make it 22 - 20 before he was just wide with a 40 ##m penalty in the 70th minute .,O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O
"mayer ##hof ##ler then sc ##ythe ##d through the middle for a try after hall charlton popped the ball up , and wal ##der ' s conversion took newcastle 27 - 22 ahead .",O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O I-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O
"with three minutes of normal time left , na ##rra ##way was driven over for a try in the corner which level ##led the scores at 27 - 27 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
henry missed the conversion but gloucester nearly won it when ki ##ole broke through only to be hauled down by charlton and tom may .,O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O,B-ATHLETE O O O O B-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE O B-ATHLETE I-ATHLETE O
"wal ##der ; may , tai ##t , mayer ##hof ##ler , stephenson ; wilkinson , grind ##al ; isaac ##son , long , ward ; gross , hamilton ; mccarthy , harris , dow ##son .",O O O O O O O O O O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-PUBLIC-FIGURE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"replacements : peel , wilson , thompson , par ##ling , sit ##iti , charlton , shaw .",O O O O O O O O O O O O O O O O O O,O O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-PUBLIC-FIGURE O B-ATHLETE I-POLITICIAN O B-ATHLETE O B-ATHLETE O
"good ##ridge ; ga ##r ##vey , simpson - daniel , fan ##ol ##ua , ki ##ole ; paul , go ##mar ##sal ##l ; wood , cu ##rnier , powell ; eu ##sta ##ce , brown ; forrest ##er , bu ##xton , bald ##ing .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-ATHLETE O B-ATHLETE I-PUBLIC-FIGURE O B-ATHLETE O B-POLITICIAN I-POLITICIAN I-POLITICIAN O B-POLITICIAN O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"replacements : el ##low ##ay , si ##gley , corn ##well , na ##rra ##way , page , davies , ma ##uge ##r .",O O O O O O O O O O O O O O O O O O O O O O O O,O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"jackson film ' absolute disaster ' a pr expert has told the michael jackson child abuse trial that the tv documentary at the heart of the case was an "" absolute disaster "" .",O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O
"ann kite told the court in the california ##n town of santa maria she was hired to "" crisis manage "" the fallout after the programme had aired in 2003 .",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-AUTHOR-WRITER I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mr jackson denies 10 charges of child abuse and false imprisonment .,O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O
ms kite suggested jackson ' s associates had been intent on launching a sm ##ear campaign against the accuse ##r ' s family after the airing of martin bash ##ir ' s film living with michael jackson .,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O B-MUSICIAN I-MUSICIAN O,O B-BUSINESS-EXECUTIVE-MANAGER O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O B-MUSICIAN I-MUSICIAN O
"jackson ' s defence questioned ms kite ' s credibility , pointing that she worked for the singer ' s team for less than a week before being fired , and had never met or spoken to the star .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-MUSICIAN O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ms kite said she received a phone call on 13 february 2003 from a jackson associate , marc sc ##ha ##ffe ##l , who said the boy and his family had left the never ##land ranch where they had been staying .",O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O,O B-AUTHOR-WRITER O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O
"ms kite told the court she had later asked jackson ' s lawyer , david leg ##rand , what had happened . """,O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O,O B-AUTHOR-WRITER O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O
"ms kite began to work for mr jackson in february 2003 , after the controversial film was televised in the us and europe .",O O O O O O O O O O O O O O O O O O O O O O O O,O B-AUTHOR-WRITER O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O
the documentary sparked a media storm and the subsequent investigation into mr jackson ' s relationship with the boy .,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-MUSICIAN O O O O O O O
"questioned by the prosecution , ms kite said her plan had been to move media coverage of the star away from a focus on his human frail ##ties to concentrate more on his musical genius .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ms kite said that an additional problem was the release of documents relating to a previous all ##ega ##tion of child abuse against mr jackson .,O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O
"the smoking gun website publication was "" beyond disaster "" , ms kite said .",O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-AUTHOR-WRITER O O
"the judge is studying whether the prosecution ' s first witness , reporter martin bash ##ir , is in contempt of court .",O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O,O O O O O O O O O O O O O B-AUTHOR-WRITER I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O
"the defence protested after mr bash ##ir , who interviewed jackson for the tv documentary , refused to answer nearly all their questions , citing a california "" shield "" law intended to allow journalists to protect their sources .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"in the prosecution ' s opening statement on monday , tom s ##ned ##don told the court that mr jackson had shown the boy porn and pl ##ied him with wine , in order to mole ##st him .",O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O
two executives from american international group ( ai ##g ) and one from marsh & mc ##len ##nan were the latest .,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O
a marsh spoke ##sw ##oman said mr be ##wl ##ay was no longer with the company .,O O O O O O O O O O O O O O O O O,O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O
mr spit ##zer ' s investigation of the us insurance industry looked at whether companies rigged bids and fixed prices .,O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O
"last month marsh agreed to pay $ 850 ##m ( £ ##41 ##5 ##m ) to settle a lawsuit filed by mr spit ##zer , but under the settlement it "" neither admits nor denies the allegations "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-ATHLETE O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O
blair to face trust issue head on tony blair says he will be facing the issue of trust and his own integrity head on during the election campaign .,O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O
"during a question and answer session with first - time voters on five news , mr blair said he had no option but to "" confront it "" by talking to people .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O
"in answer to a question from 22 - year - old liverpool student david dunne about concerns over the prime minister ' s personal integrity , mr blair said talking was the only answer . """,O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O B-POLITICIAN O O O O O O O O
mr blair also faced questions about british policy on iran and its alleged nuclear weapons programme .,O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O
"prosecutors said jayne ##s was "" a snake oil salesman in a new format "" , using the internet to pe ##ddle useless ware ##s , news agency associated press reported .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"jayne ##s amassed a fortune of $ 24 ##m from his sales , prosecutors said . """,O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O
"jayne ##s was also found guilty of breaking a state law which prohibits the sending of more than 100 , 000 e - mail ##s in 30 days , virginia state attorney general jerry ki ##l ##gor ##e reportedly said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O,B-ACTOR-DIRECTOR I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O
"but jayne ##s ' lawyer david ob ##lon called the nine - year recommended term "" outrageous "" and said his client believed he was innocent .",O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O,O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O
this compared with a peak of 15 . 3 ##m at and a record 62 . 2 % of the tv audience when kerry mc ##fa ##dden won in february .,O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O,O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O
"comic pas ##qual ##e beat former royal butler paul burr ##ell who came second , nightclub owner fran co ##sg ##rave , who was third .",O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O
"pas ##qual ##e follows kerry mc ##fa ##dden , phil tu ##f ##nell and tony blackburn as winners of the show .",O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O,B-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O
singer and tv presenter mc ##fa ##dden was the show ' s first female winner .,O O O O O O O O O O O O O O O O,O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O
"and when tony blackburn won the first show in 2002 , 10 . 9 million people saw the show .",O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O,O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
"pas ##qual ##e had been the show ' s hottest ever favourite to win , and its hosts anthony mc ##par ##tl ##in and declan donnelly , known as ant and dec , said monday ' s deciding vote was the closest in the programme ' s history .",O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O
"pas ##cu ##ale has been flooded with offers of tv work , according to his management company , but one of his first jobs on his return is pan ##tom ##ime .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
there are a number of things joe wants to do .,O O O O O O O O O O O,O O O O O O B-ATHLETE O O O O
holmes starts 2005 with gb events kelly holmes will start 2005 with a series of races in britain .,O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O,B-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O
holmes will make her first track appearance on home soil since winning double olympic gold in january ' s norwich union international in glasgow .,O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O
"the glasgow meeting will see holmes compete over 1500 ##m in a five - way match against sweden , france , russia and italy .",O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O
"despite moves to bring music download services to mobile ##s , people do not want to trade multimedia services with size and battery life , said jupiter .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O
"a separate study by ga ##rt ##ner has also said real - time tv broadcasts to mobile ##s is "" unlikely "" in europe until 2007 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O
"mobile phone music services must not be positioned to compete with the pc music experience as the hands ##ets are not yet ready , "" said thomas hu ##sson , mobile analyst at jupiter research . """,O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O
"but , the ga ##rt ##ner report on mobile tv broadcasting in europe suggests direct broadcasting will have to wait .",O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O
"currently , tv - like services , where clips are downloaded , are offered by several european operators , like italy ' s tim and 3 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O
hands ##ets also need to be able to work with the d ##vb - h standard .,O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O
"people are also likely to be put off watching tv on such small screens , said ga ##rt ##ner .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"more powerful smartphone ##s like the x ##da ii , nokia 660 ##0 , sony ##eric ##sson p ##90 ##0 and the orange e ##200 , offering web access , text and multimedia messaging , e - mail , calendar and gaming are becoming increasingly common .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
wen ##ger steps up row ars ##ene wen ##ger has stepped up his feud with sir alex ferguson by claiming the manchester united manager is guilty of bringing football into di ##sr ##ep ##ute .,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O
"the pair ' s long - running row was put back in the headlines on saturday when ferguson said his arsenal counterpart was "" a disgrace "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O O O O O
"wen ##ger initially refused to bite back , saying only : "" i will never answer any questions any more about this man . """,O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
but now he claims ferguson should be punished by the football association .,O O O O O O O O O O O O O,O O O O B-ATHLETE O O O O O O O O
"the latest twist in the ferguson - wen ##ger saga came on saturday when the united boss , in an interview with the independent newspaper , discussed the events after the game between the two sides in october .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"united won 2 - 0 that day , at old trafford , but the game was followed by a now notorious food fight which saw ferguson ' s clothes covered in soup and pizza .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O O O O
"in the tunnel wen ##ger was critic ##ising my players , calling them cheat ##s , so i told him to leave them alone and behave himself , "" ferguson said on saturday . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O
to not ap ##olo ##gis ##e for the behaviour of the players to another manager is un ##thi ##nka ##ble .,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O
"it ' s a disgrace , but i don ' t expect wen ##ger to ever ap ##olo ##gis ##e , he ' s that type of person . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
