sentence_id,sentence,ner_entities
business_391.txt_408,Mr Khodorkovsky is in jail on charges of fraud and tax evasion.,"[{""text"": ""Khodorkovsky"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_346.txt_149,"""The International Rugby Board will be disappointed,"" High told the Daily Mail.","[{""text"": ""High"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_203.txt_28,"""Mutu will be in our club's main stand to watch the match between Juventus and Fiorentina,"" said a Juventus official, who declined to be named.","[{""text"": ""Mutu"", ""label"": ""ATHLETE""}]"
business_284.txt_92,Mr Hadi's view about what the new government's priorities should be is shared by many Iraqis.,"[{""text"": ""Hadi"", ""label"": ""PUBLIC-FIGURE""}]"
business_284.txt_343,"Observes Mr Hadi: ""The economy at present marks a big divide; the rich get richer, the poor get poorer.""","[{""text"": ""Hadi"", ""label"": ""PUBLIC-FIGURE""}]"
business_204.txt_0,Bush to outline 'toughest' budget,"[{""text"": ""Bush"", ""label"": ""POLITICIAN""}]"
business_204.txt_548,"""The cost of everything he [President Bush] advocates explodes,"" he said.","[{""text"": ""Bush"", ""label"": ""POLITICIAN""}]"
politics_385.txt_62,Mr Brown has just returned from a tour of African nations.,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
sport_404.txt_232,"It was the same for Simon McDowell, the touch judge who was heavily criticised by Scotland coach Matt Williams after their defeat against France.","[{""text"": ""Simon McDowell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Matt Williams"", ""label"": ""ATHLETE""}]"
business_164.txt_449,"Mr Khodorkovsky, once Russia's richest man, is in prison, having been charged with fraud and tax evasion and repeatedly denied bail.","[{""text"": ""Khodorkovsky"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_107.txt_0,Brown outlines third term vision,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
sport_248.txt_98,"I said 'yes',"" said Poll.","[{""text"": ""Poll"", ""label"": ""ATHLETE""}]"
sport_248.txt_320,"On this occasion it was Arsenal,"" Don told BBC Radio Five Live.","[{""text"": ""Don"", ""label"": ""PUBLIC-FIGURE""}]"
sport_248.txt_392,Don was head of the referees for the Premier League and revealed all clubs were informed of free-kick options.,"[{""text"": ""Don"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_336.txt_0,Corry backs skipper Robinson,"[{""text"": ""Corry"", ""label"": ""ATHLETE""}, {""text"": ""Robinson"", ""label"": ""ATHLETE""}]"
politics_133.txt_0,Jowell rejects 'Las Vegas' jibe,"[{""text"": ""Jowell"", ""label"": ""POLITICIAN""}]"
politics_133.txt_246,"Ms Jowell insisted: ""We have a good track record for extracting planning gain in this country, for instance in social housing.""","[{""text"": ""Jowell"", ""label"": ""POLITICIAN""}]"
politics_362.txt_95,"So if you are a couple with children, a pensioner, a patient or a youngster, there was something pulled from Mr Brown's red box in an attempt to persuade you to stick with or switch to a New Labour government.","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
politics_100.txt_162,Mr Mubanga said he had been in Afghanistan and Pakistan to study Islam.,"[{""text"": ""Mubanga"", ""label"": ""PUBLIC-FIGURE""}]"
politics_411.txt_562,"Oliver Letwin, one of the men lampooned in the Labour poster, affects bewilderment at what he believes is Labour's loss of its once sure footing on the campaign trail.","[{""text"": ""Oliver Letwin"", ""label"": ""POLITICIAN""}]"
politics_411.txt_719,"""It has been a fantastic few weeks,"" said 20-year-old politics student Nick Vaughan.","[{""text"": ""Nick Vaughan"", ""label"": ""PUBLIC-FIGURE""}]"
business_478.txt_198,Egyptian President Hosni Mubarak has described Israeli Prime Minister Ariel Sharon as the best chance for the Palestinians to achieve peace.,"[{""text"": ""Hosni Mubarak"", ""label"": ""POLITICIAN""}, {""text"": ""Ariel Sharon"", ""label"": ""POLITICIAN""}]"
politics_288.txt_151,"John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election.","[{""text"": ""John Houston"", ""label"": ""POLITICIAN""}]"
politics_288.txt_263,"Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade.","[{""text"": ""Houston"", ""label"": ""POLITICIAN""}]"
politics_243.txt_58,They will also talk to Fisheries Minister Ross Finnie and scientists.,"[{""text"": ""Ross Finnie"", ""label"": ""POLITICIAN""}]"
politics_243.txt_181,"They will also speak to Mr Finnie, representatives of the Royal Society and the Sea Fish Industry Authority.","[{""text"": ""Finnie"", ""label"": ""POLITICIAN""}]"
entertainment_284.txt_565,"""Wes has a great broadcasting career ahead of him.","[{""text"": ""Wes"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_049.txt_56,"De Niro recently spent three weeks at the top with comedy Meet The Fockers, which was at number five this week.","[{""text"": ""De Niro"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_156.txt_0,Visa row mandarin made Sir John,"[{""text"": ""John"", ""label"": ""POLITICIAN""}]"
politics_156.txt_30,Sir John Gieve was Home Office permanent secretary during the saga which ended with Mr Blunkett quitting.,"[{""text"": ""John Gieve"", ""label"": ""POLITICIAN""}, {""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
politics_156.txt_48,He and other civil servants were criticised for failing to recall how the visa for Mr Blunkett's ex-lover's nanny came to be fast-tracked.,"[{""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
politics_156.txt_78,The outgoing head of the troubled Child Support Agency Doug Smith also earns an honour in the New Year's list.,"[{""text"": ""Doug Smith"", ""label"": ""PUBLIC-FIGURE""}]"
politics_156.txt_293,Sir John was made permanent secretary in April 2001 following a Civil Service career which dates back to 1974.,"[{""text"": ""John"", ""label"": ""POLITICIAN""}]"
entertainment_253.txt_244,"But they missed out on best British live act, which went to Muse.","[{""text"": ""Muse"", ""label"": ""MUSICIAN""}]"
entertainment_253.txt_259,Keane won best British album and breakthrough act.,"[{""text"": ""Keane"", ""label"": ""MUSICIAN""}]"
entertainment_253.txt_1070,"Happy Mondays - Kinky Afro, McAlmont & Butler - Yes, Joy Division - Love Will Tear Us Apart...","[{""text"": ""Butler"", ""label"": ""MUSICIAN""}]"
entertainment_253.txt_3206,"The only real challenger was Queen but hey, Another One Bites the Dust!!","[{""text"": ""Queen"", ""label"": ""MUSICIAN""}]"
entertainment_253.txt_3764,"I've nothing against Robbie, I actually like his music, but how can this possibly be the best song from the last 25year?","[{""text"": ""Robbie"", ""label"": ""MUSICIAN""}]"
sport_373.txt_448,He becomes the 117th captain of England since Fred Stokes held the position in 1871.,"[{""text"": ""Fred Stokes"", ""label"": ""ATHLETE""}]"
politics_093.txt_39,"In a speech focusing on issues arising from the re-election of George W Bush, Mr Kennedy said Iraq had become a ""crucible of militant terrorism"".","[{""text"": ""George W Bush"", ""label"": ""POLITICIAN""}, {""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
politics_093.txt_178,"Mr Kennedy pointed out that the Netherlands, Portugal and the Czech Republic, which all have troops operating in the southern sector of Iraq, have announced their imminent withdrawal ""regardless of the situation on the ground"".","[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
sport_339.txt_56,Sir Clive Woodward will coach the Northern team against Rod Macqueen's Southern Hemisphere team in a tsumani fund-raising match at Twickenham.,"[{""text"": ""Clive Woodward"", ""label"": ""ATHLETE""}, {""text"": ""Rod Macqueen"", ""label"": ""ATHLETE""}]"
politics_018.txt_32,Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January.,"[{""text"": ""Prince Edward"", ""label"": ""PUBLIC-FIGURE""}]"
politics_018.txt_154,"In Britain, the Queen and Prince Philip will lead the nation's commemoration at a service in Westminster Hall, London.","[{""text"": ""The Queen"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Prince Philip"", ""label"": ""PUBLIC-FIGURE""}]"
politics_018.txt_208,"The Queen's grandson, Prince Harry, sparked outrage earlier this week after photographs of him wearing a Nazi uniform at a costume party emerged.","[{""text"": ""Prince Harry"", ""label"": ""PUBLIC-FIGURE""}]"
politics_018.txt_265,"Prince Harry should see for himself ""the results of the hated symbol he so foolishly and brazenly chose to wear"", Rabbi Marvin Hier, founder of Jewish human rights group the Simon Wiesenthal Center said.","[{""text"": ""Prince Harry"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Marvin Hier"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_212.txt_216,"Last year's winner, chat show host Graham Norton, fell to number 16 following relatively few television appearances in 2004.","[{""text"": ""Graham Norton"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_323.txt_557,Wasp was made by ex-children's TV presenter Andrea Arnold while Little Terrorist is the work of Ashvin Kumar.,"[{""text"": ""Andrea Arnold"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Ashvin Kumar"", ""label"": ""ACTOR-DIRECTOR""}]"
tech_119.txt_93,Jez San is one of the key figures in the UK's games industry.,"[{""text"": ""Jez San"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_026.txt_0,Blair sets date for Africa report,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_026.txt_162,Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8.,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_026.txt_211,"Bob Geldof, in characteristically blunt style, promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for Africa.","[{""text"": ""Bob Geldof"", ""label"": ""MUSICIAN""}]"
sport_090.txt_399,"- There was also recognition for James Clarke, chairman of the London Marathon.","[{""text"": ""James Clarke"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_245.txt_96,"""The police have said they have completed their search and have not found anything,"" said Real Madrid president Florentino Perez.","[{""text"": ""Florentino Perez"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_073.txt_0,Johnson uncertain about Euro bid,"[{""text"": ""Johnson"", ""label"": ""ATHLETE""}]"
sport_243.txt_0,Liverpool pledge to keep Gerrard,"[{""text"": ""Gerrard"", ""label"": ""ATHLETE""}]"
sport_027.txt_91,Swedish triple jumper Christian Olsson was voted male athlete of the year.,"[{""text"": ""Christian Olsson"", ""label"": ""ATHLETE""}]"
entertainment_024.txt_33,Lily Tuck's The News From Paraguay is a fictionalised tale about Paraguayan leader Francisco Solano Lopez and his Irish mistress.,"[{""text"": ""Lily Tuck"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Francisco Solano Lopez"", ""label"": ""POLITICIAN""}]"
entertainment_024.txt_74,"Children's author Judy Blume, who was given an honourary medal, used the ceremony to speak out over censorship.","[{""text"": ""Judy Blume"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_024.txt_97,"Sales of Blume's books have exceeded 75 million, but her work - which features frank narratives about families, religion and sexuality - is closely watched by the censors.","[{""text"": ""Blume"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_024.txt_309,"The National Book Awards non-fiction prize was awarded to Kevin Boyle's for Arc of Justice, which focuses on a black family's fight to live in a white Detroit neighbourhood in the 1920s.","[{""text"": ""Kevin Boyle"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_024.txt_384,Pete Hautman won the young people's literature prize for his novel Godless.,"[{""text"": ""Pete Hautman"", ""label"": ""AUTHOR-WRITER""}]"
politics_164.txt_298,"Edinburgh architect, Dominic Stephenson, became the first Scot to be confirmed as a victim of the Asian tsunami.","[{""text"": ""Dominic Stephenson"", ""label"": ""PUBLIC-FIGURE""}]"
sport_166.txt_94,Paolo di Canio was given a seven-match suspension when he pushed referee Paul Alcock over in a Premiership game between Sheffield Wednesday and Arsenal in 1998.,"[{""text"": ""Paolo di Canio"", ""label"": ""ATHLETE""}, {""text"": ""Paul Alcock"", ""label"": ""PUBLIC-FIGURE""}]"
sport_166.txt_150,Redknapp himself sprinted along the touchline to help physio Jim Joyce and coach Denis Rofe shepherd the enraged Prutton away from referee's assistant Norman.,"[{""text"": ""Redknapp"", ""label"": ""ATHLETE""}, {""text"": ""Jim Joyce"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Denis Rofe"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Prutton"", ""label"": ""ATHLETE""}, {""text"": ""Norman"", ""label"": ""PUBLIC-FIGURE""}]"
sport_166.txt_248,"Prutton has apologised publicly for his actions and to Arsenal's Robert Pires, who was injured in a wild tackle by the Saints' midfield man.","[{""text"": ""Prutton"", ""label"": ""ATHLETE""}, {""text"": ""Robert Pires"", ""label"": ""ATHLETE""}]"
sport_167.txt_69,"And Robben told the Daily Star: ""It is not impossible that I will play against Barcelona but it is just a very, very small chance - about 10%.""","[{""text"": ""Robben"", ""label"": ""ATHLETE""}]"
sport_182.txt_424,Desailly is one of the most decorated players in the history of football.,"[{""text"": ""Desailly"", ""label"": ""ATHLETE""}]"
tech_173.txt_162,"The US Secretary of Energy Spencer Abraham confirmed that the machine had reached the breakneck speed, according to the Linpack benchmark.","[{""text"": ""Spencer Abraham"", ""label"": ""POLITICIAN""}]"
tech_133.txt_31,"Ellen Simonetti, known as Queen of the Sky, wrote an anonymous semi-fictional account of her life in the sky.","[{""text"": ""Ellen Simonetti"", ""label"": ""AUTHOR-WRITER""}]"
politics_234.txt_0,Blunkett unveils policing plans,"[{""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
politics_104.txt_31,Mrs Parker Bowles will take the title HRH Duchess of Cornwall after a civil ceremony to be held at Windsor Castle.,"[{""text"": ""Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_74,But only 40% think Mrs Parker Bowles should become Princess Consort as planned after Charles becomes king.,"[{""text"": ""Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Charles"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_151,"On Thursday night, Prince Charles, 56, and Mrs Parker Bowles, 57, hosted a dinner at Windsor Castle, their first public appearance since announcing their engagement.","[{""text"": ""Prince Charles"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_183,"Mrs Parker Bowles said the prince went down on one knee to propose and added: ""I'm just coming down to earth.""","[{""text"": ""Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_257,"The Queen and Duke of Edinburgh said the news had made them ""very happy"".","[{""text"": ""The Queen"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Duke of Edinburgh"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_274,"Princes William and Harry said they are ""very happy"" and wish the couple ""all the luck in the future"".","[{""text"": ""Princes William"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Harry"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_298,"The wedding will be a civil ceremony followed by a service of prayer and dedication in St George's Chapel at which the Archbishop of Canterbury, Dr Rowan Williams, will preside.","[{""text"": ""Rowan Williams"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_333,The marriage is likely to be a sensitive issue because Mrs Parker Bowles is divorced and her former husband is still alive.,"[{""text"": ""Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}]"
politics_104.txt_430,"The Archbishop of Canterbury said: ""I am pleased that Prince Charles and Mrs Camilla Parker Bowles have decided to take this important step.""","[{""text"": ""Prince Charles"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Camilla Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}]"
